CCD_KEY,BAT_CODE,BAT_DESC,ISS_CODE,ISS_DESC,Session Categoy,FQPM,MedicalMember,Specialism Count,Panel requirement code,FTA Respondent,Notes
026RC,26,CHILD SUPPORT VARIATION REFERRAL,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
026RC,26,CHILD SUPPORT VARIATION REFERRAL,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
026SS,26,CHILD SUPPORT VARIATION REFERRAL,SS,SELF EMPLOYED - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
026SS,26,CHILD SUPPORT VARIATION REFERRAL,SS,SELF EMPLOYED - STRAIGHTFORWARD,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
026SX,26,CHILD SUPPORT VARIATION REFERRAL,SX,SELF EMPLOYED - COMPLEX,1,,,,84,Tribunal Judge,
026SX,26,CHILD SUPPORT VARIATION REFERRAL,SX,SELF EMPLOYED - COMPLEX,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028AA,28,CHILD SUPPORT DEPARTURES REFERRAL,AA,INVALID,N/A,,,,,,
028CC,28,CHILD SUPPORT DEPARTURES REFERRAL,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
028CC,28,CHILD SUPPORT DEPARTURES REFERRAL,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028CE,28,CHILD SUPPORT DEPARTURES REFERRAL,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
028CE,28,CHILD SUPPORT DEPARTURES REFERRAL,CE,CONDITIONS OF ENTITLEMENT,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028CP,28,CHILD SUPPORT DEPARTURES REFERRAL,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
028CP,28,CHILD SUPPORT DEPARTURES REFERRAL,CP,CIVIL PENALTIES,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028DD,28,CHILD SUPPORT DEPARTURES REFERRAL,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
028DD,28,CHILD SUPPORT DEPARTURES REFERRAL,DD,APPEAL DIRECTLY LODGED,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028EC,28,CHILD SUPPORT DEPARTURES REFERRAL,EC,ECHR,1,,,,84,Tribunal Judge,
028EC,28,CHILD SUPPORT DEPARTURES REFERRAL,EC,ECHR,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028EX,28,CHILD SUPPORT DEPARTURES REFERRAL,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
028EX,28,CHILD SUPPORT DEPARTURES REFERRAL,EX,EX LEGISLATION,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028GC,28,CHILD SUPPORT DEPARTURES REFERRAL,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
028GC,28,CHILD SUPPORT DEPARTURES REFERRAL,GC,GOOD CAUSE,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028LE,28,CHILD SUPPORT DEPARTURES REFERRAL,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
028LE,28,CHILD SUPPORT DEPARTURES REFERRAL,LE,LATE (EXTENDING BACK),2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028OC,28,CHILD SUPPORT DEPARTURES REFERRAL,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
028OC,28,CHILD SUPPORT DEPARTURES REFERRAL,OC,OVERPAYMENT - CAPITAL,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028ON,28,CHILD SUPPORT DEPARTURES REFERRAL,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
028ON,28,CHILD SUPPORT DEPARTURES REFERRAL,ON,ONE PROJECT,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028OS,28,CHILD SUPPORT DEPARTURES REFERRAL,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
028OS,28,CHILD SUPPORT DEPARTURES REFERRAL,OS,OVERPAYMENT - STRAIGHTFORWARD,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028OX,28,CHILD SUPPORT DEPARTURES REFERRAL,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
028OX,28,CHILD SUPPORT DEPARTURES REFERRAL,OX,OVERPAYMENT - COMPLEX,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028PC,28,CHILD SUPPORT DEPARTURES REFERRAL,PC,PROPERTY/CAPITAL SETTLEMENT,1,,,,84,Tribunal Judge,
028PC,28,CHILD SUPPORT DEPARTURES REFERRAL,PC,PROPERTY/CAPITAL SETTLEMENT,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028RA,28,CHILD SUPPORT DEPARTURES REFERRAL,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
028RA,28,CHILD SUPPORT DEPARTURES REFERRAL,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028RB,28,CHILD SUPPORT DEPARTURES REFERRAL,RB,REDUCED BENEFIT DIRECTION,1,,,,84,Tribunal Judge,
028RB,28,CHILD SUPPORT DEPARTURES REFERRAL,RB,REDUCED BENEFIT DIRECTION,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028RC,28,CHILD SUPPORT DEPARTURES REFERRAL,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
028RC,28,CHILD SUPPORT DEPARTURES REFERRAL,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028SS,28,CHILD SUPPORT DEPARTURES REFERRAL,SS,SELF EMPLOYED - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
028SS,28,CHILD SUPPORT DEPARTURES REFERRAL,SS,SELF EMPLOYED - STRAIGHTFORWARD,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
028SX,28,CHILD SUPPORT DEPARTURES REFERRAL,SX,SELF EMPLOYED - COMPLEX,1,,,,84,Tribunal Judge,
028SX,28,CHILD SUPPORT DEPARTURES REFERRAL,SX,SELF EMPLOYED - COMPLEX,2,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
030AA,30,CREDITS - APPROVED TRAINING,AA,INVALID,N/A,,,,,,
030CC,30,CREDITS - APPROVED TRAINING,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
030CE,30,CREDITS - APPROVED TRAINING,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
030CO,30,CREDITS - APPROVED TRAINING,CO,COMMUNITY ORDER,1,,,,84,Tribunal Judge,
030CP,30,CREDITS - APPROVED TRAINING,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
030CR,30,CREDITS - APPROVED TRAINING,CR,CREDITS,1,,,,84,Tribunal Judge,
030DD,30,CREDITS - APPROVED TRAINING,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
030EC,30,CREDITS - APPROVED TRAINING,EC,ECHR,1,,,,84,Tribunal Judge,
030EX,30,CREDITS - APPROVED TRAINING,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
030GC,30,CREDITS - APPROVED TRAINING,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
030LE,30,CREDITS - APPROVED TRAINING,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
030OC,30,CREDITS - APPROVED TRAINING,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
030ON,30,CREDITS - APPROVED TRAINING,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
030OS,30,CREDITS - APPROVED TRAINING,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
030OX,30,CREDITS - APPROVED TRAINING,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
030RA,30,CREDITS - APPROVED TRAINING,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
030RC,30,CREDITS - APPROVED TRAINING,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
031AA,31,COMPENSATION RECOVERY UNIT,AA,INVALID,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031AA,31,COMPENSATION RECOVERY UNIT,AA,INVALID,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031CC,31,COMPENSATION RECOVERY UNIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031CC,31,COMPENSATION RECOVERY UNIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031CE,31,COMPENSATION RECOVERY UNIT,CE,CONDITIONS OF ENTITLEMENT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031CE,31,COMPENSATION RECOVERY UNIT,CE,CONDITIONS OF ENTITLEMENT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031CP,31,COMPENSATION RECOVERY UNIT,CP,CIVIL PENALTIES,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031CP,31,COMPENSATION RECOVERY UNIT,CP,CIVIL PENALTIES,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031DD,31,COMPENSATION RECOVERY UNIT,DD,APPEAL DIRECTLY LODGED,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031DD,31,COMPENSATION RECOVERY UNIT,DD,APPEAL DIRECTLY LODGED,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031DQ,31,COMPENSATION RECOVERY UNIT,DQ,DISABLEMENT QUESTION,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031DQ,31,COMPENSATION RECOVERY UNIT,DQ,DISABLEMENT QUESTION,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031EC,31,COMPENSATION RECOVERY UNIT,EC,ECHR,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031EC,31,COMPENSATION RECOVERY UNIT,EC,ECHR,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031EX,31,COMPENSATION RECOVERY UNIT,EX,EX LEGISLATION,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031EX,31,COMPENSATION RECOVERY UNIT,EX,EX LEGISLATION,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031GC,31,COMPENSATION RECOVERY UNIT,GC,GOOD CAUSE,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031GC,31,COMPENSATION RECOVERY UNIT,GC,GOOD CAUSE,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031LE,31,COMPENSATION RECOVERY UNIT,LE,LATE (EXTENDING BACK),5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031LE,31,COMPENSATION RECOVERY UNIT,LE,LATE (EXTENDING BACK),6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031NW,31,COMPENSATION RECOVERY UNIT,NW,NHS Waiver Decision,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031NW,31,COMPENSATION RECOVERY UNIT,NW,NHS Waiver Decision,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031OC,31,COMPENSATION RECOVERY UNIT,OC,OVERPAYMENT - CAPITAL,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031OC,31,COMPENSATION RECOVERY UNIT,OC,OVERPAYMENT - CAPITAL,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031ON,31,COMPENSATION RECOVERY UNIT,ON,ONE PROJECT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031ON,31,COMPENSATION RECOVERY UNIT,ON,ONE PROJECT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031OS,31,COMPENSATION RECOVERY UNIT,OS,OVERPAYMENT - STRAIGHTFORWARD,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031OS,31,COMPENSATION RECOVERY UNIT,OS,OVERPAYMENT - STRAIGHTFORWARD,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031OX,31,COMPENSATION RECOVERY UNIT,OX,OVERPAYMENT - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031OX,31,COMPENSATION RECOVERY UNIT,OX,OVERPAYMENT - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031RA,31,COMPENSATION RECOVERY UNIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031RA,31,COMPENSATION RECOVERY UNIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031RC,31,COMPENSATION RECOVERY UNIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031RC,31,COMPENSATION RECOVERY UNIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031RY,31,COMPENSATION RECOVERY UNIT,RY,NHS Certificate,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031RY,31,COMPENSATION RECOVERY UNIT,RY,NHS Certificate,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031SS,31,COMPENSATION RECOVERY UNIT,SS,SELF EMPLOYED - STRAIGHTFORWARD,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031SS,31,COMPENSATION RECOVERY UNIT,SS,SELF EMPLOYED - STRAIGHTFORWARD,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031SX,31,COMPENSATION RECOVERY UNIT,SX,SELF EMPLOYED - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031SX,31,COMPENSATION RECOVERY UNIT,SX,SELF EMPLOYED - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
031XA,31,COMPENSATION RECOVERY UNIT,XA,SEXUAL ABUSE,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
031XA,31,COMPENSATION RECOVERY UNIT,XA,SEXUAL ABUSE,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
032AA,32,CREDITS - JURY SERVICE,AA,INVALID,N/A,,,,,,
032CC,32,CREDITS - JURY SERVICE,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
032CE,32,CREDITS - JURY SERVICE,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
032CP,32,CREDITS - JURY SERVICE,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
032CR,32,CREDITS - JURY SERVICE,CR,CREDITS,1,,,,84,Tribunal Judge,
032DD,32,CREDITS - JURY SERVICE,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
032GC,32,CREDITS - JURY SERVICE,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
032LE,32,CREDITS - JURY SERVICE,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
032OC,32,CREDITS - JURY SERVICE,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
032ON,32,CREDITS - JURY SERVICE,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
032OS,32,CREDITS - JURY SERVICE,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
032RA,32,CREDITS - JURY SERVICE,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
032RC,32,CREDITS - JURY SERVICE,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
033AA,33,CREDITS - STATUTORY SICK PAY,AA,INVALID,N/A,,,,,,
033CC,33,CREDITS - STATUTORY SICK PAY,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
033CE,33,CREDITS - STATUTORY SICK PAY,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
033CP,33,CREDITS - STATUTORY SICK PAY,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
033CR,33,CREDITS - STATUTORY SICK PAY,CR,CREDITS,1,,,,84,Tribunal Judge,
033DD,33,CREDITS - STATUTORY SICK PAY,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
033GC,33,CREDITS - STATUTORY SICK PAY,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
033LE,33,CREDITS - STATUTORY SICK PAY,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
033OC,33,CREDITS - STATUTORY SICK PAY,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
033ON,33,CREDITS - STATUTORY SICK PAY,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
033OS,33,CREDITS - STATUTORY SICK PAY,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
033RA,33,CREDITS - STATUTORY SICK PAY,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
033RC,33,CREDITS - STATUTORY SICK PAY,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
034AA,34,COEG,AA,INVALID,N/A,,,,,,
034CC,34,COEG,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
034CE,34,COEG,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
034CP,34,COEG,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
034DD,34,COEG,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
034EC,34,COEG,EC,ECHR,1,,,,84,Tribunal Judge,
034EX,34,COEG,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
034GC,34,COEG,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
034LE,34,COEG,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
034OC,34,COEG,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
034ON,34,COEG,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
034OS,34,COEG,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
034OX,34,COEG,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
034RA,34,COEG,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
034RC,34,COEG,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
034SS,34,COEG,SS,SELF EMPLOYED - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
034SX,34,COEG,SX,SELF EMPLOYED - COMPLEX,1,,,,84,Tribunal Judge,
035AA,35,CREDITS - STATUTORY MATERNITY PAY,AA,INVALID,N/A,,,,,,
035CC,35,CREDITS - STATUTORY MATERNITY PAY,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
035CE,35,CREDITS - STATUTORY MATERNITY PAY,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
035CP,35,CREDITS - STATUTORY MATERNITY PAY,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
035CR,35,CREDITS - STATUTORY MATERNITY PAY,CR,CREDITS,1,,,,84,Tribunal Judge,
035DD,35,CREDITS - STATUTORY MATERNITY PAY,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
035GC,35,CREDITS - STATUTORY MATERNITY PAY,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
035LE,35,CREDITS - STATUTORY MATERNITY PAY,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
035OC,35,CREDITS - STATUTORY MATERNITY PAY,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
035ON,35,CREDITS - STATUTORY MATERNITY PAY,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
035OS,35,CREDITS - STATUTORY MATERNITY PAY,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
035RA,35,CREDITS - STATUTORY MATERNITY PAY,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
035RC,35,CREDITS - STATUTORY MATERNITY PAY,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
036AA,36,ROAD TRAFFIC (NHS CHARGES),AA,INVALID,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
036AA,36,ROAD TRAFFIC (NHS CHARGES),AA,INVALID,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
036CP,36,ROAD TRAFFIC (NHS CHARGES),CP,CIVIL PENALTIES,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
036CP,36,ROAD TRAFFIC (NHS CHARGES),CP,CIVIL PENALTIES,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
036DD,36,ROAD TRAFFIC (NHS CHARGES),DD,APPEAL DIRECTLY LODGED,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
036DD,36,ROAD TRAFFIC (NHS CHARGES),DD,APPEAL DIRECTLY LODGED,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
036DQ,36,ROAD TRAFFIC (NHS CHARGES),DQ,DISABLEMENT QUESTION,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
036DQ,36,ROAD TRAFFIC (NHS CHARGES),DQ,DISABLEMENT QUESTION,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
036ON,36,ROAD TRAFFIC (NHS CHARGES),ON,ONE PROJECT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
036ON,36,ROAD TRAFFIC (NHS CHARGES),ON,ONE PROJECT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
037AA,37,DISABILITY LIVING ALLOWANCE,AA,INVALID,N/A,,,,,,
037AR,37,DISABILITY LIVING ALLOWANCE,AR,ALTERNATIVE DISPUTE RESOLUTION,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037CC,37,DISABILITY LIVING ALLOWANCE,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037CD,37,DISABILITY LIVING ALLOWANCE,CD,CARE (DLA),3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037CE,37,DISABILITY LIVING ALLOWANCE,CE,CONDITIONS OF ENTITLEMENT,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037CF,37,DISABILITY LIVING ALLOWANCE,CF,CARE/MOBILITY (DLA),3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037CP,37,DISABILITY LIVING ALLOWANCE,CP,CIVIL PENALTIES,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037DD,37,DISABILITY LIVING ALLOWANCE,DD,APPEAL DIRECTLY LODGED,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037EC,37,DISABILITY LIVING ALLOWANCE,EC,ECHR,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037EI,37,DISABILITY LIVING ALLOWANCE,EI,EXPORTABILITY ISSUES,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037EX,37,DISABILITY LIVING ALLOWANCE,EX,EX LEGISLATION,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037GC,37,DISABILITY LIVING ALLOWANCE,GC,GOOD CAUSE,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037LE,37,DISABILITY LIVING ALLOWANCE,LE,LATE (EXTENDING BACK),3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037MD,37,DISABILITY LIVING ALLOWANCE,MD,MOBILITY (DLA),3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037OC,37,DISABILITY LIVING ALLOWANCE,OC,OVERPAYMENT - CAPITAL,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
